# # Bird-inspired airfoil: Accipiter_badius
# # Wing.Length: 186.7 mm
# # Secondary1: 127.4 mm  
# # Kipps.Distance: 62.5 mm
# # Hand-Wing.Index: 32.9
# # Coordinates: x, y (normalized chord)
0.000000 0.000000
0.000936 0.003092
0.002391 0.006193
0.004346 0.009301
0.006782 0.012413
0.009682 0.015526
0.013028 0.018639
0.016804 0.021748
0.020994 0.024853
0.025580 0.027951
0.030549 0.031039
0.035884 0.034116
0.041571 0.037180
0.047596 0.040230
0.053945 0.043262
0.060605 0.046277
0.067562 0.049271
0.074804 0.052243
0.082319 0.055192
0.090094 0.058117
0.098118 0.061015
0.106381 0.063886
0.114870 0.066727
0.123577 0.069538
0.132489 0.072318
0.141599 0.075065
0.150896 0.077778
0.160370 0.080456
0.170014 0.083098
0.179819 0.085703
0.189776 0.088270
0.199878 0.090798
0.210116 0.093286
0.220484 0.095733
0.230974 0.098139
0.241580 0.100503
0.252294 0.102823
0.263111 0.105100
0.274025 0.107332
0.285030 0.109520
0.296119 0.111662
0.307289 0.113758
0.318533 0.115807
0.329847 0.117809
0.341226 0.119763
0.352666 0.121670
0.364162 0.123529
0.375711 0.125338
0.387308 0.127099
0.398950 0.128811
0.410633 0.130473
0.422354 0.132085
0.434111 0.133647
0.445899 0.135159
0.457716 0.136621
0.469560 0.138033
0.481428 0.139394
0.493318 0.140704
0.505227 0.141964
0.517153 0.143173
0.529096 0.144331
0.541051 0.145439
0.553019 0.146496
0.564998 0.147502
0.576986 0.148458
0.588981 0.149364
0.600983 0.150219
0.612991 0.151024
0.625003 0.151779
0.637019 0.152485
0.649037 0.153140
0.661058 0.153746
0.673080 0.154303
0.685103 0.154811
0.697126 0.155270
0.709148 0.155680
0.721171 0.156043
0.733192 0.156357
0.745213 0.156624
0.757232 0.156843
0.769250 0.157015
0.781266 0.157141
0.793281 0.157220
0.805294 0.157254
0.817305 0.157242
0.829315 0.157184
0.841323 0.157082
0.853330 0.156935
0.865336 0.156745
0.877341 0.156511
0.889345 0.156233
0.901348 0.155913
0.913350 0.155551
0.925352 0.155147
0.937353 0.154702
0.949355 0.154215
0.961356 0.153689
0.973358 0.153122
0.985361 0.152516
0.997364 0.151872
1.009367 0.151188
1.021372 0.150467
1.033377 0.149709
1.045384 0.148914
1.057391 0.148082
1.069400 0.147215
1.081409 0.146312
1.093420 0.145375
1.105432 0.144403
1.117444 0.143398
1.129458 0.142360
1.141471 0.141289
1.153485 0.140187
1.165500 0.139053
1.177513 0.137889
1.189526 0.136694
1.201538 0.135470
1.213549 0.134216
1.225557 0.132935
1.237562 0.131625
1.249565 0.130288
1.261563 0.128925
1.273556 0.127536
1.285543 0.126121
1.297524 0.124682
1.309497 0.123218
1.321462 0.121731
1.333417 0.120221
1.345361 0.118689
1.357293 0.117135
1.369211 0.115560
1.381114 0.113965
1.393002 0.112350
1.404871 0.110716
1.416721 0.109064
1.428549 0.107394
1.440355 0.105707
1.452136 0.104003
1.463890 0.102284
1.475615 0.100550
1.487309 0.098802
1.498970 0.097040
1.510596 0.095265
1.522184 0.093478
1.533732 0.091680
1.545237 0.089870
1.556697 0.088051
1.568109 0.086222
1.579470 0.084385
1.590778 0.082540
1.602029 0.080688
1.613220 0.078830
1.624348 0.076966
1.635411 0.075097
1.646404 0.073224
1.657325 0.071349
1.668170 0.069470
1.678934 0.067591
1.689616 0.065710
1.700210 0.063830
1.710714 0.061950
1.721123 0.060073
1.731433 0.058198
1.741641 0.056326
1.751741 0.054459
1.761730 0.052598
1.771604 0.050742
1.781358 0.048894
1.790987 0.047054
1.800488 0.045224
1.809855 0.043403
1.819084 0.041593
1.828169 0.039795
1.837107 0.038011
1.845892 0.036240
1.854519 0.034485
1.862983 0.032746
1.871279 0.031025
1.879401 0.029321
1.887345 0.027638
1.895105 0.025975
1.902676 0.024334
1.910051 0.022716
1.917226 0.021122
1.924195 0.019554
1.930952 0.018012
1.937492 0.016499
1.943808 0.015015
1.949895 0.013561
1.955747 0.012140
1.961357 0.010752
1.966721 0.009398
1.971832 0.008081
1.976683 0.006802
1.981269 0.005561
1.985583 0.004362
1.989620 0.003204
1.993372 0.002090
1.996834 0.001022
2.000000 0.000000
2.000000 0.000000
1.996834 -0.000462
1.993372 -0.000851
1.989620 -0.001172
1.985583 -0.001427
1.981269 -0.001620
1.976683 -0.001753
1.971832 -0.001830
1.966721 -0.001853
1.961357 -0.001826
1.955747 -0.001750
1.949895 -0.001629
1.943808 -0.001465
1.937492 -0.001261
1.930952 -0.001020
1.924195 -0.000743
1.917226 -0.000433
1.910051 -0.000093
1.902676 0.000276
1.895105 0.000671
1.887345 0.001090
1.879401 0.001532
1.871278 0.001993
1.862982 0.002472
1.854518 0.002968
1.845891 0.003477
1.837106 0.004000
1.828168 0.004533
1.819082 0.005076
1.809853 0.005626
1.800486 0.006182
1.790985 0.006743
1.781355 0.007307
1.771601 0.007873
1.761727 0.008438
1.751737 0.009003
1.741636 0.009566
1.731428 0.010125
1.721118 0.010679
1.710708 0.011228
1.700203 0.011769
1.689608 0.012303
1.678926 0.012828
1.668160 0.013343
1.657314 0.013847
1.646392 0.014340
1.635397 0.014820
1.624333 0.015287
1.613203 0.015739
1.602010 0.016177
1.590758 0.016600
1.579448 0.017006
1.568085 0.017396
1.556671 0.017768
1.545209 0.018123
1.533701 0.018460
1.522150 0.018777
1.510559 0.019076
1.498931 0.019355
1.487266 0.019614
1.475568 0.019853
1.463840 0.020071
1.452082 0.020269
1.440297 0.020445
1.428487 0.020600
1.416654 0.020734
1.404799 0.020845
1.392925 0.020936
1.381033 0.021004
1.369124 0.021050
1.357199 0.021074
1.345261 0.021077
1.333311 0.021057
1.321350 0.021015
1.309378 0.020951
1.297397 0.020866
1.285409 0.020758
1.273414 0.020629
1.261412 0.020478
1.249406 0.020306
1.237395 0.020113
1.225380 0.019898
1.213362 0.019663
1.201342 0.019407
1.189320 0.019131
1.177296 0.018835
1.165271 0.018519
1.153245 0.018184
1.141220 0.017829
1.129194 0.017456
1.117168 0.017065
1.105142 0.016655
1.093117 0.016228
1.081092 0.015783
1.069068 0.015322
1.057045 0.014844
1.045023 0.014351
1.033001 0.013841
1.020979 0.013317
1.008958 0.012779
0.996938 0.012226
0.984918 0.011660
0.972898 0.011081
0.960878 0.010489
0.948858 0.009886
0.936838 0.009271
0.924817 0.008646
0.912795 0.008010
0.900773 0.007365
0.888749 0.006710
0.876725 0.006048
0.864699 0.005377
0.852671 0.004699
0.840642 0.004015
0.828611 0.003325
0.816579 0.002629
0.804544 0.001929
0.792508 0.001225
0.780469 0.000518
0.768429 -0.000192
0.756387 -0.000904
0.744343 -0.001618
0.732298 -0.002331
0.720251 -0.003045
0.708203 -0.003758
0.696155 -0.004470
0.684106 -0.005179
0.672057 -0.005885
0.660009 -0.006588
0.647963 -0.007286
0.635918 -0.007979
0.623876 -0.008667
0.611837 -0.009347
0.599803 -0.010021
0.587774 -0.010686
0.575752 -0.011343
0.563738 -0.011990
0.551733 -0.012627
0.539739 -0.013253
0.527757 -0.013868
0.515790 -0.014469
0.503837 -0.015058
0.491903 -0.015632
0.479989 -0.016192
0.468096 -0.016736
0.456228 -0.017264
0.444388 -0.017774
0.432576 -0.018267
0.420798 -0.018741
0.409055 -0.019196
0.397350 -0.019631
0.385688 -0.020045
0.374072 -0.020437
0.362504 -0.020807
0.350990 -0.021153
0.339534 -0.021476
0.328139 -0.021773
0.316811 -0.022045
0.305554 -0.022291
0.294372 -0.022510
0.283272 -0.022700
0.272258 -0.022863
0.261337 -0.022995
0.250514 -0.023098
0.239795 -0.023169
0.229187 -0.023209
0.218696 -0.023216
0.208329 -0.023189
0.198094 -0.023129
0.187998 -0.023033
0.178049 -0.022902
0.168255 -0.022735
0.158623 -0.022530
0.149164 -0.022287
0.139885 -0.022005
0.130796 -0.021684
0.121907 -0.021322
0.113228 -0.020919
0.104768 -0.020473
0.096539 -0.019986
0.088551 -0.019454
0.080816 -0.018878
0.073345 -0.018257
0.066151 -0.017590
0.059245 -0.016876
0.052641 -0.016114
0.046352 -0.015305
0.040392 -0.014445
0.034774 -0.013536
0.029512 -0.012576
0.024622 -0.011565
0.020120 -0.010501
0.016019 -0.009383
0.012338 -0.008212
0.009091 -0.006985
0.006297 -0.005703
0.003973 -0.004364
0.002136 -0.002968
0.000805 -0.001514
0.000000 0.000000
