# # Bird-inspired airfoil: Accipiter_bicolor
# # Wing.Length: 229.6 mm
# # Secondary1: 174.8 mm  
# # Kipps.Distance: 56.6 mm
# # Hand-Wing.Index: 24.6
# # Coordinates: x, y (normalized chord)
0.000000 0.000000
0.001172 0.003429
0.002895 0.006845
0.005149 0.010248
0.007911 0.013635
0.011162 0.017004
0.014883 0.020353
0.019053 0.023682
0.023653 0.026988
0.028667 0.030270
0.034075 0.033526
0.039862 0.036755
0.046010 0.039955
0.052503 0.043126
0.059326 0.046266
0.066463 0.049373
0.073900 0.052446
0.081622 0.055484
0.089616 0.058487
0.097869 0.061453
0.106367 0.064380
0.115098 0.067269
0.124051 0.070117
0.133213 0.072925
0.142573 0.075691
0.152122 0.078415
0.161847 0.081095
0.171739 0.083731
0.181789 0.086323
0.191987 0.088869
0.202325 0.091369
0.212793 0.093822
0.223383 0.096229
0.234088 0.098587
0.244900 0.100897
0.255812 0.103159
0.266817 0.105371
0.277907 0.107534
0.289078 0.109648
0.300322 0.111711
0.311634 0.113723
0.323008 0.115685
0.334440 0.117596
0.345923 0.119455
0.357455 0.121263
0.369029 0.123020
0.380642 0.124725
0.392290 0.126378
0.403968 0.127979
0.415674 0.129528
0.427405 0.131025
0.439156 0.132470
0.450925 0.133863
0.462709 0.135204
0.474506 0.136493
0.486314 0.137730
0.498129 0.138915
0.509951 0.140048
0.521776 0.141130
0.533605 0.142161
0.545434 0.143140
0.557263 0.144068
0.569090 0.144946
0.580914 0.145772
0.592734 0.146548
0.604550 0.147274
0.616360 0.147950
0.628164 0.148576
0.639961 0.149153
0.651751 0.149681
0.663534 0.150160
0.675308 0.150591
0.687075 0.150974
0.698834 0.151309
0.710584 0.151596
0.722327 0.151837
0.734062 0.152031
0.745789 0.152179
0.757509 0.152281
0.769222 0.152338
0.780928 0.152350
0.792627 0.152318
0.804321 0.152242
0.816009 0.152122
0.827692 0.151959
0.839371 0.151753
0.851046 0.151505
0.862718 0.151216
0.874387 0.150885
0.886054 0.150514
0.897720 0.150103
0.909385 0.149653
0.921049 0.149163
0.932714 0.148635
0.944380 0.148068
0.956048 0.147465
0.967718 0.146824
0.979390 0.146147
0.991066 0.145435
1.002746 0.144687
1.014430 0.143904
1.026119 0.143088
1.037813 0.142237
1.049513 0.141354
1.061218 0.140439
1.072931 0.139492
1.084650 0.138513
1.096375 0.137504
1.108108 0.136465
1.119848 0.135397
1.131596 0.134300
1.143350 0.133174
1.155112 0.132021
1.166882 0.130841
1.178658 0.129635
1.190441 0.128402
1.202231 0.127145
1.214028 0.125863
1.225830 0.124557
1.237637 0.123228
1.249449 0.121876
1.261265 0.120502
1.273085 0.119106
1.284908 0.117690
1.296732 0.116253
1.308557 0.114796
1.320382 0.113321
1.332206 0.111827
1.344027 0.110316
1.355844 0.108787
1.367657 0.107242
1.379462 0.105682
1.391260 0.104106
1.403048 0.102515
1.414824 0.100910
1.426587 0.099293
1.438334 0.097662
1.450065 0.096020
1.461776 0.094366
1.473465 0.092701
1.485131 0.091027
1.496771 0.089342
1.508381 0.087650
1.519961 0.085949
1.531507 0.084240
1.543016 0.082525
1.554486 0.080804
1.565913 0.079077
1.577295 0.077345
1.588629 0.075610
1.599910 0.073870
1.611137 0.072128
1.622305 0.070384
1.633411 0.068639
1.644452 0.066893
1.655423 0.065147
1.666322 0.063401
1.677144 0.061657
1.687885 0.059915
1.698541 0.058175
1.709108 0.056440
1.719582 0.054708
1.729959 0.052982
1.740234 0.051261
1.750403 0.049546
1.760461 0.047839
1.770404 0.046140
1.780227 0.044449
1.789926 0.042768
1.799494 0.041097
1.808929 0.039437
1.818224 0.037789
1.827374 0.036154
1.836376 0.034532
1.845222 0.032924
1.853909 0.031331
1.862430 0.029755
1.870781 0.028195
1.878956 0.026652
1.886950 0.025129
1.894757 0.023624
1.902371 0.022140
1.909788 0.020677
1.917001 0.019237
1.924004 0.017819
1.930793 0.016425
1.937361 0.015056
1.943702 0.013714
1.949811 0.012398
1.955682 0.011110
1.961309 0.009851
1.966687 0.008622
1.971808 0.007424
1.976668 0.006258
1.981260 0.005126
1.985578 0.004027
1.989618 0.002964
1.993372 0.001938
1.996834 0.000950
2.000000 0.000000
2.000000 0.000000
1.996834 -0.000437
1.993372 -0.000821
1.989618 -0.001153
1.985578 -0.001437
1.981260 -0.001675
1.976668 -0.001869
1.971808 -0.002022
1.966687 -0.002136
1.961309 -0.002213
1.955682 -0.002256
1.949811 -0.002266
1.943702 -0.002246
1.937361 -0.002197
1.930793 -0.002123
1.924004 -0.002023
1.917001 -0.001902
1.909788 -0.001759
1.902371 -0.001598
1.894756 -0.001419
1.886949 -0.001225
1.878956 -0.001016
1.870781 -0.000796
1.862429 -0.000564
1.853908 -0.000323
1.845221 -0.000074
1.836374 0.000181
1.827373 0.000442
1.818222 0.000707
1.808927 0.000974
1.799492 0.001243
1.789923 0.001512
1.780224 0.001780
1.770400 0.002047
1.760457 0.002310
1.750398 0.002570
1.740228 0.002825
1.729952 0.003073
1.719575 0.003316
1.709100 0.003550
1.698531 0.003777
1.687874 0.003994
1.677132 0.004201
1.666309 0.004398
1.655409 0.004583
1.644436 0.004757
1.633393 0.004919
1.622285 0.005067
1.611115 0.005202
1.599886 0.005323
1.588602 0.005429
1.577266 0.005521
1.565882 0.005597
1.554451 0.005658
1.542978 0.005702
1.531466 0.005731
1.519916 0.005743
1.508333 0.005738
1.496718 0.005716
1.485074 0.005677
1.473404 0.005621
1.461709 0.005547
1.449993 0.005455
1.438258 0.005346
1.426504 0.005219
1.414735 0.005075
1.402953 0.004912
1.391158 0.004732
1.379354 0.004534
1.367541 0.004319
1.355721 0.004086
1.343896 0.003835
1.332066 0.003567
1.320233 0.003282
1.308399 0.002980
1.296565 0.002662
1.284730 0.002326
1.272897 0.001975
1.261067 0.001607
1.249239 0.001223
1.237415 0.000824
1.225595 0.000409
1.213781 -0.000020
1.201971 -0.000464
1.190168 -0.000922
1.178370 -0.001394
1.166579 -0.001880
1.154795 -0.002379
1.143017 -0.002890
1.131246 -0.003414
1.119482 -0.003949
1.107724 -0.004495
1.095974 -0.005053
1.084230 -0.005621
1.072492 -0.006199
1.060760 -0.006786
1.049034 -0.007382
1.037314 -0.007986
1.025599 -0.008598
